;City;Place found;Latitude;Longitude;Obscuration;Magnitude
609;Prusice ;Prusice, okres Praha-východ, Středočeský kraj, Střední Čechy, 28163, Česká republika;49.9684;14.8779;7.9;0.168
610;Pruszcz Gdański ;Pruszcz Gdański, powiat gdański, województwo pomorskie, 83-000, Polska;54.2609;18.6462;14.9;0.258
611;Pruszków ;Pruszków, powiat pruszkowski, województwo mazowieckie, Polska;52.1626;20.8080;9.9;0.195
612;Przasnysz ;Przasnysz, powiat przasnyski, województwo mazowieckie, Polska;53.0190;20.8804;11.6;0.217
613;Przecław ;Przecław, gmina Przecław, powiat mielecki, województwo podkarpackie, 39-320, Polska;50.1939;21.4799;6.1;0.14
614;Przedbórz ;Przedbórz, gmina Przedbórz, powiat radomszczański, województwo łódzkie, Polska;51.0868;19.8744;8.1;0.171
615;Przedecz ;Przedecz, gmina Przedecz, powiat kolski, województwo wielkopolskie, Polska;52.3342;18.8985;10.8;0.207
616;Przemków ;Przemków, gmina Przemków, powiat polkowicki, województwo dolnośląskie, 59-170, Polska;51.5275;15.7874;10.4;0.202
617;Przemyśl ;Przemyśl, województwo podkarpackie, Polska;49.7822;22.7693;5.1;0.124
618;Przeworsk ;Przeworsk, powiat przeworski, województwo podkarpackie, 37-200, Polska;50.0602;22.4924;5.6;0.133
619;Przysucha ;Przysucha, gmina Przysucha, powiat przysuski, województwo mazowieckie, 26-400, Polska;51.3585;20.6285;8.4;0.175
620;Pszczyna ;Pszczyna, gmina Pszczyna, powiat pszczyński, województwo śląskie, 43-200, Polska;49.9778;18.9425;6.4;0.146
621;Pszów ;Pszów, powiat wodzisławski, województwo śląskie, 44-370, Polska;50.0396;18.3949;6.7;0.15
622;Puck ;Puck, powiat pucki, województwo pomorskie, 84-100, Polska;54.7204;18.4113;15.9;0.27
623;Puławy ;Puławy, powiat puławski, województwo lubelskie, 24-111, Polska;51.4172;21.9721;8.1;0.171
624;Pułtusk ;Pułtusk, gmina Pułtusk, powiat pułtuski, województwo mazowieckie, 06-100, Polska;52.7051;21.0840;10.9;0.208
625;Puszczykowo ;Puszczykowo, powiat poznański, województwo wielkopolskie, 62-040, Polska;52.2884;16.8596;11.5;0.216
626;Pyrzyce ;Pyrzyce, gmina Pyrzyce, powiat pyrzycki, województwo zachodniopomorskie, 74-200, Polska;53.1457;14.8927;14.0;0.248
627;Pyskowice ;Pyskowice, powiat gliwicki, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 44-120, Polska;50.3981;18.6277;7.3;0.158
628;Pyzdry ;Pyzdry, gmina Pyzdry, powiat wrzesiński, województwo wielkopolskie, 62-310, Polska;52.1694;17.6871;10.9;0.209
629;Rabka-Zdrój ;Rabka-Zdrój, gmina Rabka-Zdrój, powiat nowotarski, województwo małopolskie, 34-700, Polska;49.6077;19.9623;5.5;0.131
630;Raciąż ;Raciąż, powiat płoński, województwo mazowieckie, 09-140, Polska;52.7811;20.1181;11.3;0.214
631;Racibórz ;Racibórz, powiat raciborski, województwo śląskie, Polska;50.0917;18.2197;6.9;0.152
632;Radków ;Radków, gmina Radków, powiat kłodzki, województwo dolnośląskie, 57-420, Polska;50.5042;16.4014;8.3;0.173
633;Radlin ;Radlin, powiat wodzisławski, województwo śląskie, Polska;50.0487;18.4791;6.7;0.15
634;Radłów ;Radłów, gmina Radłów, powiat tarnowski, województwo małopolskie, 33-130, Polska;50.0831;20.8477;6.0;0.14
635;Radom ;Radom, województwo mazowieckie, Polska;51.4023;21.1542;8.3;0.174
636;Radomsko ;Radomsko, powiat radomszczański, województwo łódzkie, Polska;51.0675;19.4446;8.2;0.172
637;Radomyśl Wielki ;Radomyśl Wielki, gmina Radomyśl Wielki, powiat mielecki, województwo podkarpackie, 39-310, Polska;50.1964;21.2762;6.1;0.141
638;Radoszyce ;Radoszyce, gmina Radoszyce, powiat konecki, województwo świętokrzyskie, Polska;51.0737;20.2598;8.0;0.169
639;Radymno ;Radymno, powiat jarosławski, województwo podkarpackie, Polska;49.9517;22.8183;5.3;0.129
640;Radziejów ;Radziejów, powiat radziejowski, województwo kujawsko-pomorskie, 88-200, Polska;52.6251;18.5269;11.5;0.217
641;Radzionków ;Radzionków, powiat tarnogórski, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 41-922, Polska;50.4003;18.9026;7.2;0.157
642;Radzymin ;Radzymin, gmina Radzymin, powiat wołomiński, województwo mazowieckie, 05-250, Polska;52.4176;21.1808;10.3;0.2
643;Radzyń Chełmiński ;Radzyń Chełmiński, gmina Radzyń Chełmiński, powiat grudziądzki, województwo kujawsko-pomorskie, 87-220, Polska;53.3850;18.9352;12.9;0.234
644;Radzyń Podlaski ;Radzyń Podlaski, powiat radzyński, województwo lubelskie, Polska;51.7827;22.6209;8.7;0.178
645;Rajgród ;Rajgród, gmina Rajgród, powiat grajewski, województwo podlaskie, 19-206, Polska;53.7305;22.6976;12.5;0.229
646;Rakoniewice ;Rakoniewice, gmina Rakoniewice, powiat grodziski, województwo wielkopolskie, Polska;52.1393;16.2739;11.4;0.215
647;Raszków ;Raszków, gmina Raszków, powiat ostrowski, województwo wielkopolskie, 63-440, Polska;51.7182;17.7277;10.0;0.197
648;Rawa Mazowiecka ;Rawa Mazowiecka, powiat rawski, województwo łódzkie, 96-200, Polska;51.7625;20.2519;9.3;0.187
649;Rawicz ;Rawicz, gmina Rawicz, powiat rawicki, województwo wielkopolskie, 63-900, Polska;51.6102;16.8584;10.1;0.199
650;Recz ;Recz, gmina Recz, powiat choszczeński, województwo zachodniopomorskie, 73-210, Polska;53.2602;15.5468;14.0;0.247
651;Reda;Reda, powiat wejherowski, województwo pomorskie, 84-240, Polska;54.6043;18.3505;15.7;0.268
652;Rejowiec ;Rejowiec, gmina Rejowiec, powiat chełmski, województwo lubelskie, 22-360, Polska;51.0945;23.2833;7.2;0.158
653;Rejowiec Fabryczny ;Rejowiec Fabryczny, powiat chełmski, województwo lubelskie, 22-170, Polska;51.1192;23.2467;7.3;0.158
654;Resko ;Resko, gmina Resko, powiat łobeski, województwo zachodniopomorskie, 72-315, Polska;53.7734;15.4056;15.1;0.261
655;Reszel ;Reszel, gmina Reszel, powiat kętrzyński, województwo warmińsko-mazurskie, Polska;54.0483;21.1422;13.6;0.243
656;Rogoźno ;Rogoźno, gmina Rogoźno, powiat obornicki, województwo wielkopolskie, Polska;52.7523;16.9936;12.3;0.227
657;Ropczyce ;Ropczyce, gmina Ropczyce, powiat ropczycko-sędziszowski, województwo podkarpackie, 39-100, Polska;50.0529;21.6116;5.8;0.136
658;Różan ;Różan, gmina Różan, powiat makowski, województwo mazowieckie, 06-230, Polska;52.8886;21.3965;11.1;0.212
659;Ruciane-Nida ;Ruciane-Nida, gmina Ruciane-Nida, powiat piski, województwo warmińsko-mazurskie, Polska;53.6504;21.5598;12.7;0.231
660;Ruda Śląska ;Ruda Śląska, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.2858;18.8748;7.0;0.154
661;Rudnik nad Sanem ;Rudnik nad Sanem, gmina Rudnik nad Sanem, powiat niżański, województwo podkarpackie, 37-420, Polska;50.4448;22.2439;6.3;0.144
662;Rumia ;Rumia, powiat wejherowski, województwo pomorskie, 84-230, Polska;54.5700;18.3969;15.6;0.267
663;Rybnik ;Rybnik, województwo śląskie, Polska;50.0956;18.5420;6.8;0.151
664;Rychwał ;Rychwał, gmina Rychwał, powiat koniński, województwo wielkopolskie, Polska;52.0706;18.1668;10.5;0.204
665;Rydułtowy ;Rydułtowy, powiat wodzisławski, województwo śląskie, 44-280, Polska;50.0584;18.4172;6.7;0.15
666;Rydzyna ;Rydzyna, gmina Rydzyna, powiat leszczyński, województwo wielkopolskie, 64-130, Polska;51.7864;16.6673;10.6;0.204
667;Ryglice ;Ryglice, gmina Ryglice, powiat tarnowski, województwo małopolskie, 33-160, Polska;49.8783;21.1380;5.6;0.133
668;Ryki ;Ryki, gmina Ryki, powiat rycki, województwo lubelskie, 08-500, Polska;51.6267;21.9357;8.5;0.177
669;Rymanów ;Rymanów, gmina Rymanów, powiat krośnieński, województwo podkarpackie, 38-480, Polska;49.5761;21.8676;4.9;0.122
670;Ryn ;Ryn, gmina Ryn, powiat giżycki, województwo warmińsko-mazurskie, Polska;53.9387;21.5441;13.3;0.239
671;Rypin ;Rypin, powiat rypiński, województwo kujawsko-pomorskie, 87-500, Polska;53.0673;19.4060;12.1;0.224
672;Rzepin ;Rzepin, gmina Rzepin, powiat słubicki, województwo lubuskie, Polska;52.3443;14.8383;12.4;0.228
673;Rzeszów ;Rzeszów, województwo podkarpackie, Polska;50.0375;22.0047;5.7;0.134
674;Rzgów ;Rzgów, gmina Rzgów, powiat łódzki wschodni, województwo łódzkie, 95-030, Polska;51.6626;19.4908;9.3;0.187
675;Sandomierz ;Sandomierz, powiat sandomierski, województwo świętokrzyskie, 27-609, Polska;50.6793;21.7495;6.8;0.152
676;Sanniki ;Sanniki, gmina Sanniki, powiat gostyniński, województwo mazowieckie, 09-540, Polska;52.3309;19.8669;10.5;0.203
677;Sanok ;Sanok, powiat sanocki, województwo podkarpackie, Polska;49.5609;22.2070;4.8;0.12
678;Sejny ;Sejny, powiat sejneński, województwo podlaskie, 16-500, Polska;54.1057;23.3497;13.2;0.237
679;Serock ;Serock, gmina Serock, powiat legionowski, województwo mazowieckie, 05-140, Polska;52.5135;21.0731;10.5;0.203
680;Sędziszów ;Sędziszów, gmina Sędziszów, powiat jędrzejowski, województwo świętokrzyskie, 28-340, Polska;50.5648;20.0538;7.1;0.156
681;Sędziszów Małopolski ;Sędziszów Małopolski, gmina Sędziszów Małopolski, powiat ropczycko-sędziszowski, województwo podkarpackie, 39-120, Polska;50.0716;21.7008;5.8;0.136
682;Sępopol ;Sępopol, gmina Sępopol, powiat bartoszycki, województwo warmińsko-mazurskie, Polska;54.2647;21.0146;14.1;0.249
683;Sępólno Krajeńskie ;Sępólno Krajeńskie, gmina Sępólno Krajeńskie, powiat sępoleński, województwo kujawsko-pomorskie, 89-400, Polska;53.4547;17.5348;13.6;0.242
684;Sianów ;Sianów, gmina Sianów, powiat koszaliński, województwo zachodniopomorskie, 75-000, Polska;54.2282;16.2943;15.7;0.267
685;Siechnice ;Siechnice, gmina Siechnice, powiat wrocławski, województwo dolnośląskie, 55-011, Polska;51.0324;17.1507;8.9;0.182
686;Siedlce ;Siedlce, województwo mazowieckie, Polska;52.1664;22.2765;9.5;0.19
687;Siedliszcze ;Siedliszcze, gmina Siedliszcze, powiat chełmski, województwo lubelskie, 22-130, Polska;51.1946;23.1648;7.4;0.161
688;Siemianowice Śląskie ;Siemianowice Śląskie, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.3052;19.0276;7.0;0.154
689;Siemiatycze ;Siemiatycze, powiat siemiatycki, województwo podlaskie, 17-300, Polska;52.4279;22.8627;9.8;0.195
690;Sieniawa ;Sieniawa, gmina Sieniawa, powiat przeworski, województwo podkarpackie, Polska;50.1781;22.6102;5.8;0.135
691;Sieradz ;Sieradz, powiat sieradzki, województwo łódzkie, 98-200, Polska;51.5942;18.7379;9.4;0.189
692;Sieraków ;Sieraków, gmina Sieraków, powiat międzychodzki, województwo wielkopolskie, 64-410, Polska;52.6517;16.0808;12.5;0.229
693;Sierpc ;Sierpc, powiat sierpecki, województwo mazowieckie, 09-200, Polska;52.8529;19.6675;11.6;0.218
694;Siewierz ;Siewierz, gmina Siewierz, powiat będziński, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 42-470, Polska;50.4710;19.2319;7.2;0.157
695;Skalbmierz ;Skalbmierz, gmina Skalbmierz, powiat kazimierski, województwo świętokrzyskie, 28-530, Polska;50.3171;20.3997;6.6;0.148
696;Skała;Skała, gmina Skała, powiat krakowski, województwo małopolskie, Polska;50.2304;19.8535;6.6;0.148
697;Skarszewy ;Skarszewy, gmina Skarszewy, powiat starogardzki, województwo pomorskie, 83-250, Polska;54.0718;18.4460;14.5;0.254
698;Skaryszew ;Skaryszew, gmina Skaryszew, powiat radomski, województwo mazowieckie, 26-640, Polska;51.3106;21.2524;8.1;0.171
699;Skarżysko-Kamienna ;Skarżysko-Kamienna, powiat skarżyski, województwo świętokrzyskie, 26-110, Polska;51.1139;20.8579;7.9;0.167
700;Skawina ;Skawina, gmina Skawina, powiat krakowski, województwo małopolskie, Polska;49.9748;19.8266;6.2;0.141
701;Skępe ;Skępe, gmina Skępe, powiat lipnowski, województwo kujawsko-pomorskie, 87-630, Polska;52.8672;19.3465;11.7;0.219
702;Skierniewice ;Skierniewice, województwo łódzkie, 96-100, Polska;51.9569;20.1430;9.7;0.192
703;Skoczów ;Skoczów, gmina Skoczów, powiat cieszyński, województwo śląskie, 43-430, Polska;49.7999;18.7878;6.2;0.142
704;Skoki;Skoki, gmina Skoki, powiat wągrowiecki, województwo wielkopolskie, 62-085, Polska;52.6726;17.1531;12.1;0.224
705;Skórcz ;Skórcz, powiat starogardzki, województwo pomorskie, 83-220, Polska;53.7946;18.5243;13.9;0.247
706;Skwierzyna ;Skwierzyna, gmina Skwierzyna, powiat międzyrzecki, województwo lubuskie, 66-440, Polska;52.5967;15.5011;12.6;0.231
707;Sława;Sława, gmina Sława, powiat wschowski, województwo lubuskie, 67-410, Polska;51.8807;16.0702;11.0;0.21
708;Sławków;Sławków, powiat będziński, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 41-260, Polska;50.2985;19.3898;6.8;0.152
709;Sławno ;Sławno, powiat sławieński, województwo zachodniopomorskie, 76-100, Polska;54.3630;16.6789;15.8;0.269
710;Słomniki ;Słomniki, gmina Słomniki, powiat krakowski, województwo małopolskie, 32-090, Polska;50.2404;20.0811;6.5;0.147
711;Słubice ;Słubice, Akademicka, Słubice, gmina Słubice, powiat słubicki, województwo lubuskie, 69-100, Polska;52.3557;14.5662;12.6;0.230
712;Słupca ;Słupca, powiat słupecki, województwo wielkopolskie, Polska;52.2873;17.8714;11.1;0.211
713;Słupsk ;Słupsk, województwo pomorskie, 76-200, Polska;54.4649;17.0281;15.9;0.27
714;Sobótka;Sobótka, gmina Sobótka, powiat wrocławski, województwo dolnośląskie, 55-050, Polska;50.8991;16.7446;8.8;0.181
715;Sochaczew ;Sochaczew, powiat sochaczewski, województwo mazowieckie, Polska;52.2297;20.2379;10.2;0.199
716;Sochocin ;Sochocin, gmina Sochocin, powiat płoński, województwo mazowieckie, 09-110, Polska;52.6899;20.4708;11.0;0.21
717;Sokołów Małopolski ;Sokołów Małopolski, gmina Sokołów Małopolski, powiat rzeszowski, województwo podkarpackie, 36-050, Polska;50.2312;22.1189;6.0;0.139
718;Sokołów Podlaski ;Sokołów Podlaski, powiat sokołowski, województwo mazowieckie, 08-300, Polska;52.4082;22.2526;10.0;0.196
719;Sokółka ;Sokółka, gmina Sokółka, powiat sokólski, województwo podlaskie, Polska;53.4049;23.4996;11.7;0.218
720;Solec Kujawski ;Solec Kujawski, gmina Solec Kujawski, powiat bydgoski, województwo kujawsko-pomorskie, Polska;53.0792;18.2246;12.5;0.23
721;Solec nad Wisłą ;Solec nad Wisłą, gmina Solec nad Wisłą, powiat lipski, województwo mazowieckie, Polska;51.1350;21.7654;7.7;0.164
722;Sompolno ;Sompolno, gmina Sompolno, powiat koniński, województwo wielkopolskie, Polska;52.3884;18.5030;11.1;0.211
723;Sopot ;Sopot, województwo pomorskie, Polska;54.4448;18.5685;15.3;0.263
724;Sosnowiec ;Sosnowiec, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.2781;19.1343;6.9;0.153
725;Sośnicowice ;Sośnicowice, gmina Sośnicowice, powiat gliwicki, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 44-153, Polska;50.2723;18.5299;7.1;0.155
726;Stalowa Wola ;Stalowa Wola, powiat stalowowolski, województwo podkarpackie, Polska;50.5653;22.0644;6.6;0.148
727;Starachowice ;Starachowice, powiat starachowicki, województwo świętokrzyskie, 27-200, Polska;51.0519;21.0761;7.7;0.165
728;Stargard ;Stargard, powiat stargardzki, województwo zachodniopomorskie, Polska;53.3380;15.0350;14.3;0.252
729;Starogard Gdański ;Starogard Gdański, powiat starogardzki, województwo pomorskie, 83-200, Polska;53.9672;18.5321;14.3;0.251
730;Stary Sącz ;Stary Sącz, gmina Stary Sącz, powiat nowosądecki, województwo małopolskie, 33-340, Polska;49.5640;20.6366;5.2;0.127
731;Staszów ;Staszów, gmina Staszów, powiat staszowski, województwo świętokrzyskie, 28-200, Polska;50.5612;21.1678;6.8;0.151
732;Stawiski ;Stawiski, gmina Stawiski, powiat kolneński, województwo podlaskie, Polska;53.3798;22.1549;11.9;0.222
733;Stawiszyn ;Stawiszyn, gmina Stawiszyn, powiat kaliski, województwo wielkopolskie, Polska;51.9182;18.1115;10.3;0.2
734;Stąporków ;Stąporków, gmina Stąporków, powiat konecki, województwo świętokrzyskie, 26-220, Polska;51.1380;20.5573;8.0;0.169
735;Stepnica ;Stepnica, gmina Stepnica, powiat goleniowski, województwo zachodniopomorskie, Polska;53.6515;14.6300;15.2;0.261
736;Stęszew ;Stęszew, gmina Stęszew, powiat poznański, województwo wielkopolskie, Polska;52.2794;16.6999;11.5;0.216
737;Stoczek Łukowski ;Stoczek Łukowski, powiat łukowski, województwo lubelskie, Polska;51.9617;21.9697;9.2;0.185
738;Stopnica ;Stopnica, gmina Stopnica, powiat buski, województwo świętokrzyskie, Polska;50.4383;20.9386;6.6;0.149
739;Stronie Śląskie ;Stronie Śląskie, gmina Stronie Śląskie, powiat kłodzki, województwo dolnośląskie, Polska;50.2916;16.8737;7.7;0.165
740;Strumień;Strumień, gmina Strumień, powiat cieszyński, województwo śląskie, 43-246, Polska;49.9172;18.7635;6.4;0.145
741;Stryków ;Stryków, gmina Stryków, powiat zgierski, województwo łódzkie, Polska;51.9009;19.6037;9.7;0.193
742;Strzegom ;Strzegom, gmina Strzegom, powiat świdnicki, województwo dolnośląskie, 58-150, Polska;50.9601;16.3462;9.1;0.185
743;Strzelce Krajeńskie ;Strzelce Krajeńskie, gmina Strzelce Krajeńskie, powiat strzelecko-drezdenecki, województwo lubuskie, 66-500, Polska;52.8785;15.5326;13.2;0.238
744;Strzelce Opolskie ;Strzelce Opolskie, gmina Strzelce Opolskie, powiat strzelecki, województwo opolskie, 47-100, Polska;50.5109;18.3005;7.6;0.163
745;Strzelin ;Strzelin, gmina Strzelin, powiat strzeliński, województwo dolnośląskie, 57-100, Polska;50.7809;17.0684;8.5;0.176
746;Strzelno ;Strzelno, gmina Strzelno, powiat mogileński, województwo kujawsko-pomorskie, 88-320, Polska;52.6302;18.1734;11.7;0.218
747;Strzyżów ;Strzyżów, gmina Strzyżów, powiat strzyżowski, województwo podkarpackie, 38-100, Polska;49.8702;21.7856;5.4;0.13
748;Sucha Beskidzka ;Sucha Beskidzka, powiat suski, województwo małopolskie, 34-200, Polska;49.7408;19.5906;5.8;0.136
749;Suchań ;Suchań, gmina Suchań, powiat stargardzki, województwo zachodniopomorskie, 73-132, Polska;53.2799;15.3188;14.1;0.249
750;Suchedniów ;Suchedniów, gmina Suchedniów, powiat skarżyski, województwo świętokrzyskie, 26-130, Polska;51.0472;20.8387;7.8;0.165
751;Suchowola ;Suchowola, gmina Suchowola, powiat sokólski, województwo podlaskie, 16-150, Polska;53.5786;23.1058;12.1;0.224
752;Sulechów ;Sulechów, gmina Sulechów, powiat zielonogórski, województwo lubuskie, 66-100, Polska;52.0855;15.6259;11.6;0.217
753;Sulejów ;Sulejów, gmina Sulejów, powiat piotrkowski, województwo łódzkie, Polska;51.3549;19.8891;8.6;0.178
754;Sulejówek ;Sulejówek, powiat miński, województwo mazowieckie, 05-070, Polska;52.2468;21.2825;9.9;0.195
755;Sulęcin ;Sulęcin, gmina Sulęcin, powiat sulęciński, województwo lubuskie, 69-200, Polska;52.4414;15.1162;12.5;0.229
756;Sulmierzyce ;Sulmierzyce, powiat krotoszyński, województwo wielkopolskie, 63-750, Polska;51.6064;17.5278;9.9;0.195
757;Sułkowice ;Sułkowice, gmina Sułkowice, powiat myślenicki, województwo małopolskie, 32-440, Polska;49.8408;19.8012;5.9;0.138
758;Supraśl ;Supraśl, gmina Supraśl, powiat białostocki, województwo podlaskie, 16-030, Polska;53.2100;23.3361;11.3;0.214
759;Suraż ;Suraż, gmina Suraż, powiat białostocki, województwo podlaskie, Polska;52.9492;22.9564;10.9;0.208
760;Susz ;Susz, gmina Susz, powiat iławski, województwo warmińsko-mazurskie, 14-240, Polska;53.7167;19.3385;13.5;0.241
761;Suwałki ;Suwałki, województwo podlaskie, Polska;54.0991;22.9279;13.2;0.238
762;Swarzędz ;Swarzędz, gmina Swarzędz, powiat poznański, województwo wielkopolskie, 62-020, Polska;52.4104;17.0771;11.6;0.218
763;Syców ;Syców, gmina Syców, powiat oleśnicki, województwo dolnośląskie, 56-500, Polska;51.3100;17.7235;9.2;0.186
764;Szadek ;Szadek, gmina Szadek, powiat zduńskowolski, województwo łódzkie, 98-240, Polska;51.6917;18.9770;9.5;0.19
765;Szamocin ;Szamocin, gmina Szamocin, powiat chodzieski, województwo wielkopolskie, Polska;53.0295;17.1233;12.9;0.233
766;Szamotuły ;Szamotuły, gmina Szamotuły, powiat szamotulski, województwo wielkopolskie, 64-500, Polska;52.6120;16.5831;12.2;0.225
767;Szczawnica ;Szczawnica, gmina Szczawnica, powiat nowotarski, województwo małopolskie, 34-460, Polska;49.4266;20.4761;5.1;0.124
768;Szczawno-Zdrój ;Szczawno-Zdrój, powiat wałbrzyski, województwo dolnośląskie, 58-310, Polska;50.8067;16.2541;8.9;0.181
769;Szczebrzeszyn ;Szczebrzeszyn, gmina Szczebrzeszyn, powiat zamojski, województwo lubelskie, Polska;50.6947;22.9787;6.6;0.148
770;Szczecin ;Szczecin, województwo zachodniopomorskie, Polska;53.4302;14.5510;14.7;0.256
771;Szczecinek ;Szczecinek, powiat szczecinecki, województwo zachodniopomorskie, 78-400, Polska;53.7080;16.6944;14.4;0.253
772;Szczekociny ;Szczekociny, gmina Szczekociny, powiat zawierciański, województwo śląskie, 42-445, Polska;50.6259;19.8195;7.3;0.159
773;Szczucin ;Szczucin, gmina Szczucin, powiat dąbrowski, województwo małopolskie, Polska;50.3090;21.0752;6.4;0.145
774;Szczuczyn;Szczuczyn, gmina Szczuczyn, powiat grajewski, województwo podlaskie, 19-230, Polska;53.5630;22.2855;12.3;0.226
775;Szczyrk ;Szczyrk, powiat bielski, województwo śląskie, 43-370, Polska;49.7166;19.0255;6.0;0.138
776;Szczytna ;Szczytna, gmina Szczytna, powiat kłodzki, województwo dolnośląskie, 57-330, Polska;50.4169;16.4408;8.1;0.17
777;Szczytno ;Szczytno, powiat szczycieński, województwo warmińsko-mazurskie, Polska;53.5655;20.9916;12.7;0.231
778;Szepietowo ;Szepietowo, gmina Szepietowo, powiat wysokomazowiecki, województwo podlaskie, Polska;52.8713;22.5474;10.8;0.207
779;Szklarska Poręba ;Szklarska Poręba, powiat karkonoski, województwo dolnośląskie, Polska;50.8276;15.5212;9.2;0.186
780;Szlichtyngowa ;Szlichtyngowa, gmina Szlichtyngowa, powiat wschowski, województwo lubuskie, 67-407, Polska;51.7141;16.2446;10.6;0.204
781;Szprotawa ;Szprotawa, gmina Szprotawa, powiat żagański, województwo lubuskie, 67-300, Polska;51.5651;15.5368;10.6;0.204
782;Sztum ;Sztum, gmina Sztum, powiat sztumski, województwo pomorskie, 82-400, Polska;53.9199;19.0305;14.0;0.248
783;Szubin ;Szubin, gmina Szubin, powiat nakielski, województwo kujawsko-pomorskie, 89-200, Polska;53.0118;17.7439;12.6;0.23
784;Szydłów ;Szydłów, gmina Szydłów, powiat staszowski, województwo świętokrzyskie, 28-225, Polska;50.5908;21.0046;6.9;0.153
785;Szydłowiec ;Szydłowiec, gmina Szydłowiec, powiat szydłowiecki, województwo mazowieckie, 26-500, Polska;51.2239;20.8575;8.1;0.17
786;Ścinawa ;Ścinawa, gmina Ścinawa, powiat lubiński, województwo dolnośląskie, 59-330, Polska;51.4165;16.4260;9.9;0.196
787;Ślesin ;Ślesin, gmina Ślesin, powiat koniński, województwo wielkopolskie, Polska;52.3708;18.3059;11.1;0.211
788;Śmigiel ;Śmigiel, gmina Śmigiel, powiat kościański, województwo wielkopolskie, Polska;52.0127;16.5271;11.1;0.21
789;Śrem ;Śrem, gmina Gaworzyce, powiat polkowicki, województwo dolnośląskie, Polska;51.6428;15.9256;10.6;0.204
790;Środa Śląska ;Środa Śląska, gmina Środa Śląska, powiat średzki, województwo dolnośląskie, 55-300, Polska;51.1639;16.5943;9.4;0.188
791;Środa Wielkopolska ;Środa Wielkopolska, gmina Środa Wielkopolska, powiat średzki, województwo wielkopolskie, 63-000, Polska;52.2284;17.2778;11.2;0.212
792;Świątniki Górne ;Świątniki Górne, gmina Świątniki Górne, powiat krakowski, województwo małopolskie, Polska;49.9346;19.9525;6.0;0.14
793;Świdnica ;Świdnica, powiat świdnicki, województwo dolnośląskie, Polska;50.8425;16.4871;8.8;0.181
794;Świdnik ;Świdnik, powiat świdnicki, województwo lubelskie, Polska;51.2205;22.6999;7.6;0.163
795;Świdwin ;Świdwin, powiat świdwiński, województwo zachodniopomorskie, 78-300, Polska;53.7747;15.7774;14.9;0.259
796;Świebodzice ;Świebodzice, powiat świdnicki, województwo dolnośląskie, 58-160, Polska;50.8596;16.3196;8.9;0.182
797;Świebodzin ;Świebodzin, gmina Świebodzin, powiat świebodziński, województwo lubuskie, 66-200, Polska;52.2498;15.5325;11.9;0.222
798;Świecie ;Świecie, gmina Świecie, powiat świecki, województwo kujawsko-pomorskie, 86-101, Polska;53.4073;18.4455;13.1;0.237
799;Świeradów-Zdrój ;Świeradów-Zdrój, powiat lubański, województwo dolnośląskie, Polska;50.9093;15.3332;9.4;0.189
800;Świerzawa ;Świerzawa, gmina Świerzawa, powiat złotoryjski, województwo dolnośląskie, Polska;51.0147;15.8949;9.4;0.188
801;Świętochłowice ;Świętochłowice, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.2855;18.9309;7.0;0.154
802;Świnoujście ;Świnoujście, województwo zachodniopomorskie, Polska;53.9097;14.2511;15.9;0.27
803;Tarczyn ;Tarczyn, gmina Tarczyn, powiat piaseczyński, województwo mazowieckie, Polska;51.9803;20.8340;9.5;0.19
804;Tarnobrzeg ;Tarnobrzeg, województwo podkarpackie, 39-400, Polska;50.5715;21.6705;6.7;0.149
805;Tarnogród ;Tarnogród, gmina Tarnogród, powiat biłgorajski, województwo lubelskie, Polska;50.3613;22.7419;6.1;0.14
806;Tarnowskie Góry ;Tarnowskie Góry, powiat tarnogórski, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, Polska;50.4445;18.8555;7.3;0.158
807;Tarnów ;Tarnów, województwo małopolskie, Polska;50.0124;20.9881;5.9;0.137
808;Tczew ;Tczew, powiat tczewski, województwo pomorskie, 83-110, Polska;54.0870;18.8000;14.4;0.253
809;Terespol ;Terespol, powiat bialski, województwo lubelskie, Polska;52.0756;23.6134;9.0;0.183
810;Tłuszcz;Tłuszcz, gmina Tłuszcz, powiat wołomiński, województwo mazowieckie, 05-240, Polska;52.4302;21.4355;10.2;0.2
811;Tolkmicko ;Tolkmicko, gmina Tolkmicko, powiat elbląski, województwo warmińsko-mazurskie, Polska;54.3202;19.5270;14.7;0.256
812;Tomaszów Lubelski ;Tomaszów Lubelski, powiat tomaszowski, województwo lubelskie, 22-600, Polska;50.4573;23.4170;6.1;0.14
813;Tomaszów Mazowiecki ;Tomaszów Mazowiecki, powiat tomaszowski, województwo łódzkie, 97-200, Polska;51.5317;20.0084;8.9;0.182
814;Toruń ;Toruń, województwo kujawsko-pomorskie, Polska;53.0103;18.6048;12.3;0.226
